CNT,CONVAL,EXTRACT_DE
727,벤츠 S클래스,202301
1076,벤츠 S클래스,202302
883,벤츠 S클래스,202303
659,벤츠 S클래스,202304
712,벤츠 S클래스,202305
1431,벤츠 S클래스,202306
876,벤츠 S클래스,202307
633,벤츠 S클래스,202308
383,벤츠 S클래스,202309
395,벤츠 S클래스,202310
603,벤츠 S클래스,202311
1036,벤츠 S클래스,202312
170,벤츠 S클래스,202401
295,벤츠 S클래스,202402
358,벤츠 S클래스,202403
547,벤츠 S클래스,202404
384,벤츠 S클래스,202405
458,벤츠 S클래스,202406
