model_name,year,month,region,car_cnt,brand_id
EV9,2023,11,충청북도,13,1
EV9,2023,12,강원도,43,1
EV9,2023,12,경기도,702,1
EV9,2023,12,경상남도,172,1
EV9,2023,12,경상북도,164,1
EV9,2023,12,광주시,76,1
EV9,2023,12,대구시,73,1
EV9,2023,12,대전시,46,1
EV9,2023,12,부산시,90,1
EV9,2023,12,서울시,208,1
EV9,2023,12,세종시,44,1
EV9,2023,12,울산시,33,1
EV9,2023,12,인천시,153,1
EV9,2023,12,전라남도,118,1
EV9,2023,12,전라북도,78,1
EV9,2023,12,제주도,43,1
EV9,2023,12,충청남도,208,1
EV9,2023,12,충청북도,120,1
EV9,2024,01,강원도,18,1
EV9,2024,01,경기도,224,1
EV9,2024,01,경상남도,78,1
EV9,2024,01,경상북도,56,1
EV9,2024,01,광주시,15,1
EV9,2024,01,대구시,27,1
EV9,2024,01,대전시,20,1
EV9,2024,01,부산시,28,1
EV9,2024,01,서울시,72,1
EV9,2024,01,세종시,10,1
EV9,2024,01,울산시,10,1
EV9,2024,01,인천시,45,1
EV9,2024,01,전라남도,39,1
EV9,2024,01,전라북도,37,1
EV9,2024,01,제주도,13,1
EV9,2024,01,충청남도,55,1
EV9,2024,01,충청북도,42,1
EV9,2024,02,강원도,7,1
EV9,2024,02,경기도,36,1
EV9,2024,02,경상남도,11,1
EV9,2024,02,경상북도,2,1
EV9,2024,02,광주시,7,1
EV9,2024,02,대구시,4,1
EV9,2024,02,대전시,4,1
EV9,2024,02,부산시,1,1
EV9,2024,02,서울시,12,1
EV9,2024,02,세종시,1,1
EV9,2024,02,울산시,2,1
EV9,2024,02,인천시,9,1
EV9,2024,02,전라남도,12,1
EV9,2024,02,전라북도,4,1
EV9,2024,02,제주도,4,1
EV9,2024,02,충청남도,14,1
EV9,2024,02,충청북도,7,1
EV9,2024,03,강원도,2,1
EV9,2024,03,경기도,33,1
EV9,2024,03,경상남도,14,1
EV9,2024,03,경상북도,5,1
EV9,2024,03,광주시,5,1
EV9,2024,03,대구시,2,1
EV9,2024,03,대전시,6,1
EV9,2024,03,부산시,4,1
EV9,2024,03,서울시,13,1
EV9,2024,03,세종시,1,1
EV9,2024,03,울산시,2,1
EV9,2024,03,인천시,15,1
EV9,2024,03,전라남도,3,1
EV9,2024,03,전라북도,5,1
EV9,2024,03,제주도,9,1
EV9,2024,03,충청남도,8,1
EV9,2024,03,충청북도,1,1
EV9,2024,04,강원도,5,1
EV9,2024,04,경기도,33,1
EV9,2024,04,경상남도,13,1
EV9,2024,04,경상북도,5,1
EV9,2024,04,광주시,7,1
EV9,2024,04,대구시,3,1
EV9,2024,04,대전시,2,1
EV9,2024,04,부산시,12,1
EV9,2024,04,서울시,7,1
EV9,2024,04,울산시,2,1
EV9,2024,04,인천시,44,1
EV9,2024,04,전라남도,23,1
EV9,2024,04,전라북도,8,1
EV9,2024,04,제주도,22,1
EV9,2024,04,충청남도,5,1
EV9,2024,04,충청북도,1,1
EV9,2024,05,강원도,1,1
EV9,2024,05,경기도,28,1
EV9,2024,05,경상남도,13,1
EV9,2024,05,경상북도,3,1
EV9,2024,05,광주시,5,1
EV9,2024,05,대구시,3,1
EV9,2024,05,대전시,6,1
EV9,2024,05,부산시,17,1
EV9,2024,05,서울시,7,1
EV9,2024,05,인천시,40,1
EV9,2024,05,전라남도,24,1
EV9,2024,05,전라북도,2,1
EV9,2024,05,제주도,16,1
EV9,2024,05,충청남도,6,1
EV9,2024,05,충청북도,8,1
EV9,2024,06,강원도,2,1
EV9,2024,06,경기도,16,1
EV9,2024,06,경상남도,16,1
EV9,2024,06,경상북도,6,1
EV9,2024,06,광주시,3,1
EV9,2024,06,대구시,2,1
EV9,2024,06,대전시,3,1
EV9,2024,06,부산시,13,1
EV9,2024,06,서울시,10,1
EV9,2024,06,울산시,5,1
EV9,2024,06,인천시,11,1
EV9,2024,06,전라남도,23,1
EV9,2024,06,전라북도,2,1
EV9,2024,06,제주도,8,1
EV9,2024,06,충청남도,1,1
EV9,2024,06,충청북도,8,1
코나,2023,01,강원도,32,7
코나,2023,01,경기도,166,7
코나,2023,01,경상남도,47,7
코나,2023,01,경상북도,39,7
코나,2023,01,광주시,10,7
코나,2023,01,대구시,24,7
코나,2023,01,대전시,16,7
코나,2023,01,부산시,29,7
코나,2023,01,서울시,131,7
코나,2023,01,세종시,6,7
코나,2023,01,울산시,23,7
코나,2023,01,인천시,27,7
코나,2023,01,전라남도,37,7
코나,2023,01,전라북도,39,7
코나,2023,01,제주도,20,7
코나,2023,01,충청남도,31,7
코나,2023,01,충청북도,18,7
코나,2023,02,강원도,131,7
코나,2023,02,경기도,579,7
코나,2023,02,경상남도,222,7
코나,2023,02,경상북도,161,7
코나,2023,02,광주시,53,7
코나,2023,02,대구시,105,7
코나,2023,02,대전시,70,7
코나,2023,02,부산시,125,7
코나,2023,02,서울시,217,7
코나,2023,02,세종시,15,7
코나,2023,02,울산시,108,7
코나,2023,02,인천시,185,7
코나,2023,02,전라남도,160,7
코나,2023,02,전라북도,79,7
코나,2023,02,제주도,93,7
코나,2023,02,충청남도,130,7
코나,2023,02,충청북도,102,7
코나,2023,03,강원도,263,7
코나,2023,03,경기도,1298,7
코나,2023,03,경상남도,475,7
코나,2023,03,경상북도,269,7
코나,2023,03,광주시,90,7
코나,2023,03,대구시,138,7
코나,2023,03,대전시,116,7
코나,2023,03,부산시,285,7
코나,2023,03,서울시,529,7
코나,2023,03,세종시,39,7
코나,2023,03,울산시,194,7
코나,2023,03,인천시,285,7
코나,2023,03,전라남도,250,7
코나,2023,03,전라북도,158,7
코나,2023,03,제주도,251,7
코나,2023,03,충청남도,244,7
코나,2023,03,충청북도,194,7
코나,2023,04,강원도,195,7
코나,2023,04,경기도,993,7
코나,2023,04,경상남도,735,7
코나,2023,04,경상북도,210,7
코나,2023,04,광주시,58,7
코나,2023,04,대구시,141,7
코나,2023,04,대전시,96,7
코나,2023,04,부산시,252,7
코나,2023,04,서울시,463,7
코나,2023,04,세종시,35,7
코나,2023,04,울산시,216,7
코나,2023,04,인천시,211,7
코나,2023,04,전라남도,181,7
코나,2023,04,전라북도,111,7
코나,2023,04,제주도,180,7
코나,2023,04,충청남도,166,7
코나,2023,04,충청북도,136,7
코나,2023,05,강원도,109,7
코나,2023,05,경기도,565,7
코나,2023,05,경상남도,356,7
코나,2023,05,경상북도,108,7
코나,2023,05,광주시,35,7
코나,2023,05,대구시,62,7
코나,2023,05,대전시,43,7
코나,2023,05,부산시,157,7
코나,2023,05,서울시,290,7
코나,2023,05,세종시,14,7
코나,2023,05,울산시,85,7
코나,2023,05,인천시,150,7
코나,2023,05,전라남도,73,7
코나,2023,05,전라북도,45,7
코나,2023,05,제주도,105,7
코나,2023,05,충청남도,106,7
코나,2023,05,충청북도,56,7
코나,2023,06,강원도,120,7
코나,2023,06,경기도,782,7
코나,2023,06,경상남도,393,7
코나,2023,06,경상북도,144,7
코나,2023,06,광주시,54,7
코나,2023,06,대구시,111,7
코나,2023,06,대전시,81,7
코나,2023,06,부산시,191,7
코나,2023,06,서울시,283,7
코나,2023,06,세종시,29,7
코나,2023,06,울산시,119,7
코나,2023,06,인천시,210,7
코나,2023,06,전라남도,108,7
코나,2023,06,전라북도,112,7
코나,2023,06,제주도,153,7
코나,2023,06,충청남도,152,7
코나,2023,06,충청북도,124,7
코나,2023,07,강원도,121,7
코나,2023,07,경기도,633,7
코나,2023,07,경상남도,424,7
코나,2023,07,경상북도,151,7
코나,2023,07,광주시,54,7
코나,2023,07,대구시,75,7
코나,2023,07,대전시,118,7
코나,2023,07,부산시,120,7
코나,2023,07,서울시,260,7
코나,2023,07,세종시,14,7
코나,2023,07,울산시,97,7
코나,2023,07,인천시,214,7
코나,2023,07,전라남도,116,7
코나,2023,07,전라북도,91,7
코나,2023,07,제주도,116,7
코나,2023,07,충청남도,146,7
코나,2023,07,충청북도,94,7
코나,2023,08,강원도,97,7
코나,2023,08,경기도,648,7
코나,2023,08,경상남도,239,7
코나,2023,08,경상북도,119,7
코나,2023,08,광주시,54,7
코나,2023,08,대구시,79,7
코나,2023,08,대전시,117,7
코나,2023,08,부산시,166,7
코나,2023,08,서울시,288,7
코나,2023,08,세종시,22,7
코나,2023,08,울산시,96,7
코나,2023,08,인천시,163,7
코나,2023,08,전라남도,104,7
코나,2023,08,전라북도,75,7
코나,2023,08,제주도,141,7
코나,2023,08,충청남도,148,7
코나,2023,08,충청북도,96,7
코나,2023,09,강원도,108,7
코나,2023,09,경기도,625,7
코나,2023,09,경상남도,201,7
코나,2023,09,경상북도,140,7
코나,2023,09,광주시,50,7
코나,2023,09,대구시,89,7
코나,2023,09,대전시,107,7
코나,2023,09,부산시,134,7
코나,2023,09,서울시,249,7
코나,2023,09,세종시,21,7
코나,2023,09,울산시,97,7
코나,2023,09,인천시,145,7
코나,2023,09,전라남도,154,7
코나,2023,09,전라북도,91,7
코나,2023,09,제주도,156,7
코나,2023,09,충청남도,143,7
코나,2023,09,충청북도,96,7
코나,2023,10,강원도,110,7
코나,2023,10,경기도,682,7
코나,2023,10,경상남도,191,7
코나,2023,10,경상북도,113,7
코나,2023,10,광주시,60,7
코나,2023,10,대구시,102,7
코나,2023,10,대전시,104,7
코나,2023,10,부산시,116,7
코나,2023,10,서울시,258,7
코나,2023,10,세종시,27,7
코나,2023,10,울산시,91,7
코나,2023,10,인천시,169,7
코나,2023,10,전라남도,149,7
코나,2023,10,전라북도,81,7
코나,2023,10,제주도,136,7
코나,2023,10,충청남도,145,7
코나,2023,10,충청북도,105,7
코나,2023,11,강원도,144,7
코나,2023,11,경기도,809,7
코나,2023,11,경상남도,328,7
코나,2023,11,경상북도,139,7
코나,2023,11,광주시,78,7
코나,2023,11,대구시,108,7
코나,2023,11,대전시,140,7
코나,2023,11,부산시,170,7
코나,2023,11,서울시,342,7
코나,2023,11,세종시,16,7
코나,2023,11,울산시,120,7
코나,2023,11,인천시,192,7
코나,2023,11,전라남도,130,7
코나,2023,11,전라북도,123,7
코나,2023,11,제주도,202,7
코나,2023,11,충청남도,166,7
코나,2023,11,충청북도,121,7
코나,2023,12,강원도,89,7
코나,2023,12,경기도,430,7
코나,2023,12,경상남도,171,7
코나,2023,12,경상북도,94,7
코나,2023,12,광주시,39,7
코나,2023,12,대구시,62,7
코나,2023,12,대전시,66,7
코나,2023,12,부산시,99,7
코나,2023,12,서울시,190,7
코나,2023,12,세종시,11,7
코나,2023,12,울산시,68,7
코나,2023,12,인천시,122,7
코나,2023,12,전라남도,75,7
코나,2023,12,전라북도,77,7
코나,2023,12,제주도,123,7
코나,2023,12,충청남도,120,7
코나,2023,12,충청북도,66,7
코나,2024,01,강원도,103,7
코나,2024,01,경기도,628,7
코나,2024,01,경상남도,195,7
코나,2024,01,경상북도,130,7
코나,2024,01,광주시,50,7
코나,2024,01,대구시,87,7
코나,2024,01,대전시,84,7
코나,2024,01,부산시,166,7
코나,2024,01,서울시,225,7
코나,2024,01,세종시,14,7
코나,2024,01,울산시,86,7
코나,2024,01,인천시,190,7
코나,2024,01,전라남도,103,7
코나,2024,01,전라북도,82,7
코나,2024,01,제주도,127,7
코나,2024,01,충청남도,114,7
코나,2024,01,충청북도,94,7
코나,2024,02,강원도,66,7
코나,2024,02,경기도,343,7
코나,2024,02,경상남도,119,7
코나,2024,02,경상북도,89,7
코나,2024,02,광주시,28,7
코나,2024,02,대구시,44,7
코나,2024,02,대전시,47,7
코나,2024,02,부산시,96,7
코나,2024,02,서울시,128,7
코나,2024,02,세종시,9,7
코나,2024,02,울산시,48,7
코나,2024,02,인천시,94,7
코나,2024,02,전라남도,105,7
코나,2024,02,전라북도,41,7
코나,2024,02,제주도,79,7
코나,2024,02,충청남도,76,7
코나,2024,02,충청북도,57,7
코나,2024,03,강원도,104,7
코나,2024,03,경기도,596,7
코나,2024,03,경상남도,194,7
코나,2024,03,경상북도,142,7
코나,2024,03,광주시,46,7
코나,2024,03,대구시,105,7
코나,2024,03,대전시,75,7
코나,2024,03,부산시,181,7
코나,2024,03,서울시,205,7
코나,2024,03,세종시,20,7
코나,2024,03,울산시,74,7
코나,2024,03,인천시,163,7
코나,2024,03,전라남도,121,7
코나,2024,03,전라북도,108,7
코나,2024,03,제주도,176,7
코나,2024,03,충청남도,128,7
코나,2024,03,충청북도,111,7
코나,2024,04,강원도,128,7
코나,2024,04,경기도,700,7
코나,2024,04,경상남도,221,7
코나,2024,04,경상북도,135,7
코나,2024,04,광주시,60,7
코나,2024,04,대구시,88,7
코나,2024,04,대전시,93,7
코나,2024,04,부산시,170,7
코나,2024,04,서울시,246,7
코나,2024,04,세종시,21,7
코나,2024,04,울산시,104,7
코나,2024,04,인천시,163,7
코나,2024,04,전라남도,146,7
코나,2024,04,전라북도,85,7
코나,2024,04,제주도,202,7
코나,2024,04,충청남도,152,7
코나,2024,04,충청북도,121,7
코나,2024,05,강원도,113,7
코나,2024,05,경기도,691,7
코나,2024,05,경상남도,240,7
코나,2024,05,경상북도,149,7
코나,2024,05,광주시,40,7
코나,2024,05,대구시,100,7
코나,2024,05,대전시,85,7
코나,2024,05,부산시,154,7
코나,2024,05,서울시,299,7
코나,2024,05,세종시,11,7
코나,2024,05,울산시,98,7
코나,2024,05,인천시,187,7
코나,2024,05,전라남도,123,7
코나,2024,05,전라북도,103,7
코나,2024,05,제주도,133,7
코나,2024,05,충청남도,141,7
코나,2024,05,충청북도,106,7
코나,2024,06,강원도,111,7
코나,2024,06,경기도,604,7
코나,2024,06,경상남도,174,7
코나,2024,06,경상북도,135,7
코나,2024,06,광주시,42,7
코나,2024,06,대구시,85,7
코나,2024,06,대전시,81,7
코나,2024,06,부산시,143,7
코나,2024,06,서울시,229,7
코나,2024,06,세종시,15,7
코나,2024,06,울산시,77,7
코나,2024,06,인천시,177,7
코나,2024,06,전라남도,134,7
코나,2024,06,전라북도,79,7
코나,2024,06,제주도,171,7
코나,2024,06,충청남도,131,7
코나,2024,06,충청북도,98,7
싼타페,2023,01,강원도,124,7
싼타페,2023,01,경기도,710,7
싼타페,2023,01,경상남도,204,7
싼타페,2023,01,경상북도,172,7
싼타페,2023,01,광주시,52,7
싼타페,2023,01,대구시,121,7
싼타페,2023,01,대전시,64,7
싼타페,2023,01,부산시,188,7
싼타페,2023,01,서울시,303,7
싼타페,2023,01,세종시,19,7
싼타페,2023,01,울산시,315,7
싼타페,2023,01,인천시,231,7
싼타페,2023,01,전라남도,162,7
싼타페,2023,01,전라북도,103,7
싼타페,2023,01,제주도,144,7
싼타페,2023,01,충청남도,170,7
싼타페,2023,01,충청북도,99,7
싼타페,2023,02,강원도,71,7
싼타페,2023,02,경기도,508,7
싼타페,2023,02,경상남도,129,7
싼타페,2023,02,경상북도,133,7
싼타페,2023,02,광주시,38,7
싼타페,2023,02,대구시,82,7
싼타페,2023,02,대전시,43,7
싼타페,2023,02,부산시,149,7
싼타페,2023,02,서울시,233,7
싼타페,2023,02,세종시,9,7
싼타페,2023,02,울산시,408,7
싼타페,2023,02,인천시,153,7
싼타페,2023,02,전라남도,119,7
싼타페,2023,02,전라북도,89,7
싼타페,2023,02,제주도,106,7
싼타페,2023,02,충청남도,113,7
싼타페,2023,02,충청북도,73,7
싼타페,2023,03,강원도,91,7
싼타페,2023,03,경기도,608,7
싼타페,2023,03,경상남도,155,7
싼타페,2023,03,경상북도,139,7
싼타페,2023,03,광주시,47,7
싼타페,2023,03,대구시,90,7
싼타페,2023,03,대전시,60,7
싼타페,2023,03,부산시,149,7
싼타페,2023,03,서울시,293,7
싼타페,2023,03,세종시,12,7
싼타페,2023,03,울산시,395,7
싼타페,2023,03,인천시,205,7
싼타페,2023,03,전라남도,155,7
싼타페,2023,03,전라북도,94,7
싼타페,2023,03,제주도,164,7
싼타페,2023,03,충청남도,138,7
싼타페,2023,03,충청북도,73,7
싼타페,2023,04,강원도,90,7
싼타페,2023,04,경기도,518,7
싼타페,2023,04,경상남도,150,7
싼타페,2023,04,경상북도,124,7
싼타페,2023,04,광주시,40,7
싼타페,2023,04,대구시,81,7
싼타페,2023,04,대전시,55,7
싼타페,2023,04,부산시,138,7
싼타페,2023,04,서울시,215,7
싼타페,2023,04,세종시,8,7
싼타페,2023,04,울산시,403,7
싼타페,2023,04,인천시,185,7
싼타페,2023,04,전라남도,387,7
싼타페,2023,04,전라북도,102,7
싼타페,2023,04,제주도,227,7
싼타페,2023,04,충청남도,110,7
싼타페,2023,04,충청북도,58,7
싼타페,2023,05,강원도,78,7
싼타페,2023,05,경기도,544,7
싼타페,2023,05,경상남도,194,7
싼타페,2023,05,경상북도,133,7
싼타페,2023,05,광주시,39,7
싼타페,2023,05,대구시,103,7
싼타페,2023,05,대전시,49,7
싼타페,2023,05,부산시,168,7
싼타페,2023,05,서울시,250,7
싼타페,2023,05,세종시,12,7
싼타페,2023,05,울산시,173,7
싼타페,2023,05,인천시,204,7
싼타페,2023,05,전라남도,338,7
싼타페,2023,05,전라북도,104,7
싼타페,2023,05,제주도,154,7
싼타페,2023,05,충청남도,125,7
싼타페,2023,05,충청북도,82,7
싼타페,2023,06,강원도,112,7
싼타페,2023,06,경기도,811,7
싼타페,2023,06,경상남도,227,7
싼타페,2023,06,경상북도,184,7
싼타페,2023,06,광주시,71,7
싼타페,2023,06,대구시,101,7
싼타페,2023,06,대전시,73,7
싼타페,2023,06,부산시,219,7
싼타페,2023,06,서울시,327,7
싼타페,2023,06,세종시,21,7
싼타페,2023,06,울산시,190,7
싼타페,2023,06,인천시,237,7
싼타페,2023,06,전라남도,178,7
싼타페,2023,06,전라북도,110,7
싼타페,2023,06,제주도,146,7
싼타페,2023,06,충청남도,169,7
싼타페,2023,06,충청북도,101,7
싼타페,2023,07,강원도,95,7
싼타페,2023,07,경기도,513,7
싼타페,2023,07,경상남도,194,7
싼타페,2023,07,경상북도,104,7
싼타페,2023,07,광주시,42,7
싼타페,2023,07,대구시,76,7
싼타페,2023,07,대전시,115,7
싼타페,2023,07,부산시,103,7
싼타페,2023,07,서울시,214,7
싼타페,2023,07,세종시,18,7
싼타페,2023,07,울산시,104,7
싼타페,2023,07,인천시,167,7
싼타페,2023,07,전라남도,135,7
싼타페,2023,07,전라북도,73,7
싼타페,2023,07,제주도,155,7
싼타페,2023,07,충청남도,92,7
싼타페,2023,07,충청북도,83,7
싼타페,2023,08,강원도,91,7
싼타페,2023,08,경기도,571,7
싼타페,2023,08,경상남도,171,7
싼타페,2023,08,경상북도,125,7
싼타페,2023,08,광주시,53,7
싼타페,2023,08,대구시,71,7
싼타페,2023,08,대전시,118,7
싼타페,2023,08,부산시,85,7
싼타페,2023,08,서울시,299,7
싼타페,2023,08,세종시,15,7
싼타페,2023,08,울산시,102,7
싼타페,2023,08,인천시,154,7
싼타페,2023,08,전라남도,113,7
싼타페,2023,08,전라북도,79,7
싼타페,2023,08,제주도,145,7
싼타페,2023,08,충청남도,83,7
싼타페,2023,08,충청북도,73,7
싼타페,2023,09,강원도,140,7
싼타페,2023,09,경기도,942,7
싼타페,2023,09,경상남도,342,7
싼타페,2023,09,경상북도,189,7
싼타페,2023,09,광주시,86,7
싼타페,2023,09,대구시,168,7
싼타페,2023,09,대전시,180,7
싼타페,2023,09,부산시,203,7
싼타페,2023,09,서울시,461,7
싼타페,2023,09,세종시,25,7
싼타페,2023,09,울산시,304,7
싼타페,2023,09,인천시,272,7
싼타페,2023,09,전라남도,193,7
싼타페,2023,09,전라북도,142,7
싼타페,2023,09,제주도,472,7
싼타페,2023,09,충청남도,167,7
싼타페,2023,09,충청북도,151,7
싼타페,2023,10,강원도,272,7
싼타페,2023,10,경기도,1722,7
싼타페,2023,10,경상남도,470,7
싼타페,2023,10,경상북도,356,7
싼타페,2023,10,광주시,139,7
싼타페,2023,10,대구시,261,7
싼타페,2023,10,대전시,241,7
싼타페,2023,10,부산시,311,7
싼타페,2023,10,서울시,824,7
싼타페,2023,10,세종시,34,7
싼타페,2023,10,울산시,766,7
싼타페,2023,10,인천시,496,7
싼타페,2023,10,전라남도,294,7
싼타페,2023,10,전라북도,266,7
싼타페,2023,10,제주도,578,7
싼타페,2023,10,충청남도,325,7
싼타페,2023,10,충청북도,227,7
싼타페,2023,11,강원도,285,7
싼타페,2023,11,경기도,2199,7
싼타페,2023,11,경상남도,640,7
싼타페,2023,11,경상북도,428,7
싼타페,2023,11,광주시,181,7
싼타페,2023,11,대구시,374,7
싼타페,2023,11,대전시,286,7
싼타페,2023,11,부산시,395,7
싼타페,2023,11,서울시,1034,7
싼타페,2023,11,세종시,84,7
싼타페,2023,11,울산시,855,7
싼타페,2023,11,인천시,550,7
싼타페,2023,11,전라남도,467,7
싼타페,2023,11,전라북도,331,7
싼타페,2023,11,제주도,508,7
싼타페,2023,11,충청남도,387,7
싼타페,2023,11,충청북도,240,7
싼타페,2023,12,강원도,178,7
싼타페,2023,12,경기도,1546,7
싼타페,2023,12,경상남도,555,7
싼타페,2023,12,경상북도,302,7
싼타페,2023,12,광주시,109,7
싼타페,2023,12,대구시,239,7
싼타페,2023,12,대전시,196,7
싼타페,2023,12,부산시,329,7
싼타페,2023,12,서울시,675,7
싼타페,2023,12,세종시,37,7
싼타페,2023,12,울산시,542,7
싼타페,2023,12,인천시,384,7
싼타페,2023,12,전라남도,213,7
싼타페,2023,12,전라북도,205,7
싼타페,2023,12,제주도,283,7
싼타페,2023,12,충청남도,253,7
싼타페,2023,12,충청북도,199,7
싼타페,2024,01,강원도,294,7
싼타페,2024,01,경기도,2673,7
싼타페,2024,01,경상남도,689,7
싼타페,2024,01,경상북도,463,7
싼타페,2024,01,광주시,184,7
싼타페,2024,01,대구시,393,7
싼타페,2024,01,대전시,266,7
싼타페,2024,01,부산시,692,7
싼타페,2024,01,서울시,1223,7
싼타페,2024,01,세종시,91,7
싼타페,2024,01,울산시,597,7
싼타페,2024,01,인천시,685,7
싼타페,2024,01,전라남도,379,7
싼타페,2024,01,전라북도,364,7
싼타페,2024,01,제주도,418,7
싼타페,2024,01,충청남도,480,7
싼타페,2024,01,충청북도,332,7
싼타페,2024,02,강원도,226,7
싼타페,2024,02,경기도,1943,7
싼타페,2024,02,경상남도,469,7
싼타페,2024,02,경상북도,340,7
싼타페,2024,02,광주시,151,7
싼타페,2024,02,대구시,237,7
싼타페,2024,02,대전시,176,7
싼타페,2024,02,부산시,441,7
싼타페,2024,02,서울시,846,7
싼타페,2024,02,세종시,59,7
싼타페,2024,02,울산시,426,7
싼타페,2024,02,인천시,644,7
싼타페,2024,02,전라남도,454,7
싼타페,2024,02,전라북도,230,7
싼타페,2024,02,제주도,244,7
싼타페,2024,02,충청남도,334,7
싼타페,2024,02,충청북도,208,7
싼타페,2024,03,강원도,254,7
싼타페,2024,03,경기도,2037,7
싼타페,2024,03,경상남도,451,7
싼타페,2024,03,경상북도,368,7
싼타페,2024,03,광주시,124,7
싼타페,2024,03,대구시,287,7
싼타페,2024,03,대전시,195,7
싼타페,2024,03,부산시,448,7
싼타페,2024,03,서울시,877,7
싼타페,2024,03,세종시,76,7
싼타페,2024,03,울산시,445,7
싼타페,2024,03,인천시,575,7
싼타페,2024,03,전라남도,408,7
싼타페,2024,03,전라북도,208,7
싼타페,2024,03,제주도,384,7
싼타페,2024,03,충청남도,348,7
싼타페,2024,03,충청북도,238,7
싼타페,2024,04,강원도,236,7
싼타페,2024,04,경기도,1539,7
싼타페,2024,04,경상남도,436,7
싼타페,2024,04,경상북도,278,7
싼타페,2024,04,광주시,96,7
싼타페,2024,04,대구시,228,7
싼타페,2024,04,대전시,145,7
싼타페,2024,04,부산시,416,7
싼타페,2024,04,서울시,733,7
싼타페,2024,04,세종시,51,7
싼타페,2024,04,울산시,395,7
싼타페,2024,04,인천시,477,7
싼타페,2024,04,전라남도,246,7
싼타페,2024,04,전라북도,171,7
싼타페,2024,04,제주도,365,7
싼타페,2024,04,충청남도,277,7
싼타페,2024,04,충청북도,182,7
싼타페,2024,05,강원도,186,7
싼타페,2024,05,경기도,1404,7
싼타페,2024,05,경상남도,422,7
싼타페,2024,05,경상북도,240,7
싼타페,2024,05,광주시,102,7
싼타페,2024,05,대구시,200,7
싼타페,2024,05,대전시,124,7
싼타페,2024,05,부산시,396,7
싼타페,2024,05,서울시,561,7
싼타페,2024,05,세종시,29,7
