CNT,CONVAL,EXTRACT_DE
15,BMW X1,202302
9,BMW X1,202303
111,BMW X1,202304
95,BMW X1,202305
176,BMW X1,202306
98,BMW X1,202307
120,BMW X1,202308
189,BMW X1,202309
192,BMW X1,202310
395,BMW X1,202311
457,BMW X1,202312
123,BMW X1,202401
190,BMW X1,202402
172,BMW X1,202403
206,BMW X1,202404
138,BMW X1,202405
142,BMW X1,202406
