CNT,CONVAL,EXTRACT_DE
2,애스턴마틴 밴티지,202301
2,애스턴마틴 밴티지,202302
1,애스턴마틴 밴티지,202303
2,애스턴마틴 밴티지,202304
1,애스턴마틴 밴티지,202305
2,애스턴마틴 밴티지,202306
1,애스턴마틴 밴티지,202307
2,애스턴마틴 밴티지,202308
2,애스턴마틴 밴티지,202309
2,애스턴마틴 밴티지,202311
2,애스턴마틴 밴티지,202312
1,애스턴마틴 밴티지,202401
