CNT,CONVAL,EXTRACT_DE
1,폭스바겐 ID.4,202304
107,폭스바겐 ID.4,202306
4,폭스바겐 ID.4,202307
277,폭스바겐 ID.4,202308
222,폭스바겐 ID.4,202309
153,폭스바겐 ID.4,202310
146,폭스바겐 ID.4,202311
83,폭스바겐 ID.4,202312
2,폭스바겐 ID.4,202401
7,폭스바겐 ID.4,202402
351,폭스바겐 ID.4,202403
159,폭스바겐 ID.4,202404
67,폭스바겐 ID.4,202405
