CNT,CONVAL,EXTRACT_DE
13,랜드로버 레인지로버 이보크,202301
13,랜드로버 레인지로버 이보크,202302
17,랜드로버 레인지로버 이보크,202303
12,랜드로버 레인지로버 이보크,202304
13,랜드로버 레인지로버 이보크,202305
17,랜드로버 레인지로버 이보크,202306
19,랜드로버 레인지로버 이보크,202307
22,랜드로버 레인지로버 이보크,202308
16,랜드로버 레인지로버 이보크,202309
7,랜드로버 레인지로버 이보크,202310
5,랜드로버 레인지로버 이보크,202311
3,랜드로버 레인지로버 이보크,202312
15,랜드로버 레인지로버 이보크,202401
33,랜드로버 레인지로버 이보크,202402
22,랜드로버 레인지로버 이보크,202403
13,랜드로버 레인지로버 이보크,202404
16,랜드로버 레인지로버 이보크,202405
37,랜드로버 레인지로버 이보크,202406
