CNT,CONVAL,EXTRACT_DE
23,폭스바겐 아테온,202301
47,폭스바겐 아테온,202302
30,폭스바겐 아테온,202303
79,폭스바겐 아테온,202304
117,폭스바겐 아테온,202305
27,폭스바겐 아테온,202306
181,폭스바겐 아테온,202307
172,폭스바겐 아테온,202308
93,폭스바겐 아테온,202309
125,폭스바겐 아테온,202310
135,폭스바겐 아테온,202311
203,폭스바겐 아테온,202312
2,폭스바겐 아테온,202401
30,폭스바겐 아테온,202402
45,폭스바겐 아테온,202403
40,폭스바겐 아테온,202404
50,폭스바겐 아테온,202405
32,폭스바겐 아테온,202406
