CNT,CONVAL,EXTRACT_DE
299,벤츠 C클래스,202301
656,벤츠 C클래스,202302
431,벤츠 C클래스,202303
405,벤츠 C클래스,202304
435,벤츠 C클래스,202305
361,벤츠 C클래스,202306
272,벤츠 C클래스,202307
563,벤츠 C클래스,202308
346,벤츠 C클래스,202309
198,벤츠 C클래스,202310
178,벤츠 C클래스,202311
597,벤츠 C클래스,202312
244,벤츠 C클래스,202401
534,벤츠 C클래스,202402
610,벤츠 C클래스,202403
951,벤츠 C클래스,202404
229,벤츠 C클래스,202405
196,벤츠 C클래스,202406
