CNT,CONVAL,EXTRACT_DE
18,렉서스 UX,202301
51,렉서스 UX,202302
97,렉서스 UX,202303
66,렉서스 UX,202304
68,렉서스 UX,202305
76,렉서스 UX,202306
41,렉서스 UX,202307
54,렉서스 UX,202308
59,렉서스 UX,202309
63,렉서스 UX,202310
79,렉서스 UX,202311
76,렉서스 UX,202312
65,렉서스 UX,202401
55,렉서스 UX,202402
72,렉서스 UX,202403
77,렉서스 UX,202404
61,렉서스 UX,202405
12,렉서스 UX,202406
