CNT,CONVAL,EXTRACT_DE
33,캐딜락 에스컬레이드,202301
46,캐딜락 에스컬레이드,202302
49,캐딜락 에스컬레이드,202303
46,캐딜락 에스컬레이드,202304
66,캐딜락 에스컬레이드,202305
60,캐딜락 에스컬레이드,202306
50,캐딜락 에스컬레이드,202307
46,캐딜락 에스컬레이드,202308
30,캐딜락 에스컬레이드,202309
38,캐딜락 에스컬레이드,202310
54,캐딜락 에스컬레이드,202311
90,캐딜락 에스컬레이드,202312
29,캐딜락 에스컬레이드,202401
42,캐딜락 에스컬레이드,202402
33,캐딜락 에스컬레이드,202403
32,캐딜락 에스컬레이드,202404
32,캐딜락 에스컬레이드,202405
41,캐딜락 에스컬레이드,202406
