CNT,CONVAL,EXTRACT_DE
109,현대 아이오닉 5,202301
1334,현대 아이오닉 5,202302
1955,현대 아이오닉 5,202303
2341,현대 아이오닉 5,202304
2201,현대 아이오닉 5,202305
1594,현대 아이오닉 5,202306
1425,현대 아이오닉 5,202307
1001,현대 아이오닉 5,202308
821,현대 아이오닉 5,202309
1231,현대 아이오닉 5,202310
1808,현대 아이오닉 5,202311
805,현대 아이오닉 5,202312
116,현대 아이오닉 5,202401
68,현대 아이오닉 5,202402
1968,현대 아이오닉 5,202403
1605,현대 아이오닉 5,202404
1339,현대 아이오닉 5,202405
1801,현대 아이오닉 5,202406
