CNT,CONVAL,EXTRACT_DE
11305,현대 그랜저,202301
9627,현대 그랜저,202302
11818,현대 그랜저,202303
9829,현대 그랜저,202304
10272,현대 그랜저,202305
11985,현대 그랜저,202306
9353,현대 그랜저,202307
8571,현대 그랜저,202308
9359,현대 그랜저,202309
7563,현대 그랜저,202310
7907,현대 그랜저,202311
6709,현대 그랜저,202312
6708,현대 그랜저,202401
3330,현대 그랜저,202402
6136,현대 그랜저,202403
7137,현대 그랜저,202404
6802,현대 그랜저,202405
5373,현대 그랜저,202406
