CNT,CONVAL,EXTRACT_DE
3,마세라티 콰트로포르테,202301
1,마세라티 콰트로포르테,202303
2,마세라티 콰트로포르테,202304
3,마세라티 콰트로포르테,202305
2,마세라티 콰트로포르테,202306
4,마세라티 콰트로포르테,202308
2,마세라티 콰트로포르테,202309
1,마세라티 콰트로포르테,202311
1,마세라티 콰트로포르테,202403
1,마세라티 콰트로포르테,202404
