CNT,CONVAL,EXTRACT_DE
2,페라리 296 GTB,202301
2,페라리 296 GTB,202303
2,페라리 296 GTB,202304
1,페라리 296 GTB,202305
7,페라리 296 GTB,202306
14,페라리 296 GTB,202307
10,페라리 296 GTB,202308
12,페라리 296 GTB,202309
13,페라리 296 GTB,202310
9,페라리 296 GTB,202311
22,페라리 296 GTB,202312
14,페라리 296 GTB,202401
15,페라리 296 GTB,202402
18,페라리 296 GTB,202403
21,페라리 296 GTB,202404
18,페라리 296 GTB,202405
25,페라리 296 GTB,202406
