CNT,CONVAL,EXTRACT_DE
1,애스턴마틴 DB11,202303
1,애스턴마틴 DB11,202304
1,애스턴마틴 DB11,202305
2,애스턴마틴 DB11,202306
2,애스턴마틴 DB11,202308
7,애스턴마틴 DB11,202309
1,애스턴마틴 DB11,202310
1,애스턴마틴 DB11,202312
