brand_name,brand_id
아우디,3
벤츠,4
랜드로버,5
기아,1
쉐보레,6
현대,7
닷지,8
토요타,9
BMW,10
폭스바겐,11
포드,12
링컨,13
마쯔다,14
롤스로이스,15
제네시스,2
람보르기니,16
테슬라,17
맥라렌,18
지프,19
GMC,20
볼보,21
미니,22
페라리,23
캐딜락,24
알핀,25
르노코리아,26
KGM,27
에디슨EV,28
이스즈,29
애스턴마틴,30
혼다,31
재규어,32
푸조,33
마세라티,34
Chevrolet,35
포르쉐,36
로터스,37
피아트,38
스마트,39
렉서스,40
벤틀리,41
알파로메오,42
마이브,43
이네오스,44
스즈키,45
쎄보모빌리티,46
동풍,47
폴스타,48
DS,49
