CNT,CONVAL,EXTRACT_DE
144,벤츠 GLC,202301
310,벤츠 GLC,202302
657,벤츠 GLC,202303
805,벤츠 GLC,202304
655,벤츠 GLC,202305
218,벤츠 GLC,202306
718,벤츠 GLC,202307
1163,벤츠 GLC,202308
348,벤츠 GLC,202309
447,벤츠 GLC,202310
497,벤츠 GLC,202311
949,벤츠 GLC,202312
321,벤츠 GLC,202401
268,벤츠 GLC,202402
639,벤츠 GLC,202403
649,벤츠 GLC,202404
897,벤츠 GLC,202405
836,벤츠 GLC,202406
