CNT,CONVAL,EXTRACT_DE
12,미니 미니 컨버터블,202301
16,미니 미니 컨버터블,202302
37,미니 미니 컨버터블,202303
95,미니 미니 컨버터블,202304
57,미니 미니 컨버터블,202305
85,미니 미니 컨버터블,202306
32,미니 미니 컨버터블,202307
48,미니 미니 컨버터블,202308
39,미니 미니 컨버터블,202309
52,미니 미니 컨버터블,202310
49,미니 미니 컨버터블,202311
40,미니 미니 컨버터블,202312
27,미니 미니 컨버터블,202401
40,미니 미니 컨버터블,202402
71,미니 미니 컨버터블,202403
70,미니 미니 컨버터블,202404
82,미니 미니 컨버터블,202405
150,미니 미니 컨버터블,202406
