CNT,JUSO_SIDO
20,강원도
352,경기도
387,경상남도
59,경상북도
33,광주시
41,대구시
30,대전시
90,부산시
112,서울시
6,세종시
10,울산시
208,인천시
32,전라남도
48,전라북도
167,제주도
44,충청남도
43,충청북도
