CNT,JUSO_SIDO
14,강원도
62,경기도
13,경상남도
4,경상북도
8,광주시
7,대구시
9,대전시
5,부산시
17,서울시
1,세종시
22,울산시
16,인천시
13,전라남도
42,전라북도
15,충청남도
19,충청북도
