CNT,JUSO_SIDO
11,강원도
62,경기도
14,경상남도
12,경상북도
5,광주시
4,대구시
1,대전시
6,부산시
13,서울시
1,세종시
3,울산시
13,인천시
9,전라남도
4,전라북도
4,제주도
11,충청남도
13,충청북도
