CNT,JUSO_SIDO
78,강원도
295,경기도
80,경상남도
68,경상북도
32,광주시
33,대구시
23,대전시
45,부산시
72,서울시
10,세종시
15,울산시
140,인천시
80,전라남도
63,전라북도
14,제주도
74,충청남도
67,충청북도
