CNT,JUSO_SIDO
108,강원도
625,경기도
201,경상남도
140,경상북도
50,광주시
89,대구시
107,대전시
134,부산시
249,서울시
21,세종시
97,울산시
145,인천시
154,전라남도
91,전라북도
156,제주도
143,충청남도
96,충청북도
