CNT,CONVAL,EXTRACT_DE
1,렉서스 RZ,202303
2,렉서스 RZ,202305
18,렉서스 RZ,202306
8,렉서스 RZ,202307
15,렉서스 RZ,202308
6,렉서스 RZ,202309
8,렉서스 RZ,202310
13,렉서스 RZ,202311
4,렉서스 RZ,202312
8,렉서스 RZ,202401
3,렉서스 RZ,202402
3,렉서스 RZ,202403
53,렉서스 RZ,202404
1,렉서스 RZ,202405
