CNT,CONVAL,EXTRACT_DE
3602,현대 투싼,202301
3603,현대 투싼,202302
4478,현대 투싼,202303
4002,현대 투싼,202304
4150,현대 투싼,202305
4379,현대 투싼,202306
3603,현대 투싼,202307
2752,현대 투싼,202308
3404,현대 투싼,202309
3220,현대 투싼,202310
3481,현대 투싼,202311
1902,현대 투싼,202312
6987,현대 투싼,202401
3127,현대 투싼,202402
3378,현대 투싼,202403
4140,현대 투싼,202404
4796,현대 투싼,202405
4211,현대 투싼,202406
