CNT,JUSO_SIDO
94,강원도
945,경기도
252,경상남도
123,경상북도
77,광주시
173,대구시
143,대전시
200,부산시
646,서울시
23,세종시
191,울산시
247,인천시
99,전라남도
83,전라북도
274,제주도
121,충청남도
91,충청북도
