CNT,JUSO_SIDO
21,강원도
152,경기도
29,경상남도
39,경상북도
7,광주시
34,대구시
25,대전시
27,부산시
71,서울시
7,세종시
24,울산시
54,인천시
17,전라남도
14,전라북도
36,제주도
14,충청남도
23,충청북도
