CNT,JUSO_SIDO
228,강원도
2079,경기도
654,경상남도
360,경상북도
335,광주시
247,대구시
215,대전시
594,부산시
765,서울시
65,세종시
127,울산시
581,인천시
589,전라남도
238,전라북도
318,제주도
352,충청남도
239,충청북도
