CNT,CONVAL,EXTRACT_DE
2,애스턴마틴 DBX,202301
4,애스턴마틴 DBX,202302
5,애스턴마틴 DBX,202303
1,애스턴마틴 DBX,202304
3,애스턴마틴 DBX,202306
4,애스턴마틴 DBX,202307
8,애스턴마틴 DBX,202308
8,애스턴마틴 DBX,202309
4,애스턴마틴 DBX,202310
2,애스턴마틴 DBX,202311
2,애스턴마틴 DBX,202312
