CNT,JUSO_SIDO
126,강원도
1259,경기도
374,경상남도
236,경상북도
64,광주시
180,대구시
167,대전시
308,부산시
458,서울시
33,세종시
109,울산시
498,인천시
247,전라남도
104,전라북도
192,제주도
248,충청남도
138,충청북도
