CNT,JUSO_SIDO
13,강원도
78,경기도
20,경상남도
15,경상북도
8,광주시
11,대구시
7,대전시
22,부산시
14,서울시
2,세종시
9,울산시
21,인천시
19,전라남도
9,전라북도
20,제주도
7,충청남도
8,충청북도
