CNT,JUSO_SIDO
210,강원도
1167,경기도
440,경상남도
248,경상북도
137,광주시
202,대구시
212,대전시
327,부산시
513,서울시
43,세종시
167,울산시
525,인천시
524,전라남도
194,전라북도
321,제주도
278,충청남도
197,충청북도
