CNT,JUSO_SIDO
14,강원도
50,경기도
12,경상남도
14,경상북도
6,광주시
9,대구시
5,대전시
13,부산시
15,서울시
1,세종시
5,울산시
17,인천시
19,전라남도
4,전라북도
15,제주도
9,충청남도
5,충청북도
