CNT,JUSO_SIDO
3,강원도
34,경기도
6,경상남도
8,경상북도
5,광주시
5,대구시
4,대전시
5,부산시
8,서울시
1,울산시
10,인천시
13,전라남도
4,전라북도
5,제주도
8,충청남도
2,충청북도
