CNT,JUSO_SIDO
30,강원도
172,경기도
34,경상남도
33,경상북도
23,광주시
25,대구시
17,대전시
26,부산시
46,서울시
5,세종시
11,울산시
57,인천시
32,전라남도
29,전라북도
19,제주도
43,충청남도
29,충청북도
