CNT,JUSO_SIDO
88,강원도
810,경기도
561,경상남도
111,경상북도
78,광주시
72,대구시
71,대전시
268,부산시
393,서울시
21,세종시
46,울산시
349,인천시
216,전라남도
83,전라북도
521,제주도
176,충청남도
98,충청북도
