CNT,JUSO_SIDO
86,강원도
547,경기도
260,경상남도
138,경상북도
39,광주시
80,대구시
89,대전시
90,부산시
254,서울시
11,세종시
278,울산시
264,인천시
194,전라남도
67,전라북도
166,제주도
107,충청남도
82,충청북도
