CNT,JUSO_SIDO
226,강원도
1943,경기도
469,경상남도
340,경상북도
151,광주시
237,대구시
176,대전시
441,부산시
846,서울시
59,세종시
426,울산시
644,인천시
454,전라남도
230,전라북도
244,제주도
334,충청남도
208,충청북도
