CNT,JUSO_SIDO
91,강원도
608,경기도
155,경상남도
139,경상북도
47,광주시
90,대구시
60,대전시
149,부산시
293,서울시
12,세종시
395,울산시
205,인천시
155,전라남도
94,전라북도
164,제주도
138,충청남도
73,충청북도
