CNT,JUSO_SIDO
65,강원도
189,경기도
85,경상남도
53,경상북도
19,광주시
44,대구시
18,대전시
30,부산시
58,서울시
6,세종시
26,울산시
56,인천시
56,전라남도
28,전라북도
55,제주도
60,충청남도
31,충청북도
