CNT,JUSO_SIDO
76,강원도
478,경기도
102,경상남도
60,경상북도
29,광주시
48,대구시
82,대전시
79,부산시
158,서울시
9,세종시
27,울산시
111,인천시
72,전라남도
56,전라북도
28,제주도
70,충청남도
58,충청북도
