CNT,JUSO_SIDO
129,강원도
1131,경기도
413,경상남도
201,경상북도
145,광주시
130,대구시
118,대전시
285,부산시
522,서울시
29,세종시
67,울산시
279,인천시
262,전라남도
120,전라북도
282,제주도
184,충청남도
155,충청북도
