CNT,CONVAL,EXTRACT_DE
10,쎄보모빌리티 쎄보-C,202302
57,쎄보모빌리티 쎄보-C,202303
16,쎄보모빌리티 쎄보-C,202304
5,쎄보모빌리티 쎄보-C,202305
24,쎄보모빌리티 쎄보-C,202306
15,쎄보모빌리티 쎄보-C,202307
13,쎄보모빌리티 쎄보-C,202308
14,쎄보모빌리티 쎄보-C,202309
4,쎄보모빌리티 쎄보-C,202310
2,쎄보모빌리티 쎄보-C,202311
22,쎄보모빌리티 쎄보-C,202312
1,쎄보모빌리티 쎄보-C,202406
