CNT,JUSO_SIDO
76,강원도
500,경기도
181,경상남도
111,경상북도
35,광주시
75,대구시
57,대전시
188,부산시
204,서울시
12,세종시
58,울산시
183,인천시
136,전라남도
79,전라북도
154,제주도
102,충청남도
78,충청북도
