CNT,JUSO_SIDO
109,강원도
565,경기도
356,경상남도
108,경상북도
35,광주시
62,대구시
43,대전시
157,부산시
290,서울시
14,세종시
85,울산시
150,인천시
73,전라남도
45,전라북도
105,제주도
106,충청남도
56,충청북도
