CNT,JUSO_SIDO
204,강원도
2067,경기도
547,경상남도
317,경상북도
319,광주시
228,대구시
171,대전시
442,부산시
725,서울시
58,세종시
121,울산시
420,인천시
412,전라남도
233,전라북도
206,제주도
301,충청남도
206,충청북도
