CNT,CONVAL,EXTRACT_DE
1,렉서스 LC,202303
1,렉서스 LC,202304
1,렉서스 LC,202305
1,렉서스 LC,202306
3,렉서스 LC,202309
2,렉서스 LC,202311
1,렉서스 LC,202401
3,렉서스 LC,202402
1,렉서스 LC,202403
2,렉서스 LC,202406
