CNT,JUSO_SIDO
48,강원도
410,경기도
161,경상남도
70,경상북도
28,광주시
45,대구시
45,대전시
76,부산시
112,서울시
11,세종시
15,울산시
179,인천시
156,전라남도
43,전라북도
112,제주도
76,충청남도
53,충청북도
