CNT,JUSO_SIDO
120,강원도
749,경기도
349,경상남도
177,경상북도
84,광주시
145,대구시
163,대전시
226,부산시
361,서울시
28,세종시
107,울산시
580,인천시
502,전라남도
105,전라북도
268,제주도
178,충청남도
125,충청북도
