CNT,JUSO_SIDO
78,강원도
543,경기도
168,경상남도
115,경상북도
63,광주시
126,대구시
120,대전시
201,부산시
634,서울시
13,세종시
53,울산시
314,인천시
240,전라남도
69,전라북도
224,제주도
139,충청남도
83,충청북도
