CNT,JUSO_SIDO
72,강원도
341,경기도
92,경상남도
83,경상북도
34,광주시
45,대구시
29,대전시
55,부산시
82,서울시
6,세종시
13,울산시
65,인천시
90,전라남도
76,전라북도
28,제주도
108,충청남도
81,충청북도
