CNT,JUSO_SIDO
7,강원도
36,경기도
5,경상남도
3,경상북도
4,광주시
2,대구시
2,대전시
5,부산시
12,서울시
1,울산시
10,인천시
4,전라남도
4,전라북도
1,제주도
8,충청남도
6,충청북도
