CNT,JUSO_SIDO
79,강원도
655,경기도
256,경상남도
134,경상북도
97,광주시
96,대구시
142,대전시
176,부산시
372,서울시
18,세종시
39,울산시
230,인천시
226,전라남도
106,전라북도
395,제주도
176,충청남도
142,충청북도
