CNT,JUSO_SIDO
8,강원도
52,경기도
31,경상남도
16,경상북도
8,광주시
23,대구시
8,대전시
11,부산시
22,서울시
5,세종시
4,울산시
81,인천시
41,전라남도
19,전라북도
41,제주도
9,충청남도
22,충청북도
