CNT,JUSO_SIDO
44,강원도
228,경기도
199,경상남도
34,경상북도
31,광주시
15,대구시
83,대전시
44,부산시
106,서울시
3,세종시
14,울산시
89,인천시
342,전라남도
36,전라북도
173,제주도
36,충청남도
36,충청북도
