CNT,JUSO_SIDO
31,강원도
116,경기도
60,경상남도
45,경상북도
9,광주시
15,대구시
14,대전시
17,부산시
32,서울시
8,세종시
18,울산시
21,인천시
15,전라남도
20,전라북도
19,제주도
23,충청남도
24,충청북도
