CNT,JUSO_SIDO
282,강원도
2417,경기도
993,경상남도
522,경상북도
249,광주시
458,대구시
263,대전시
620,부산시
1253,서울시
106,세종시
556,울산시
960,인천시
1119,전라남도
398,전라북도
978,제주도
494,충청남도
317,충청북도
