CNT,JUSO_SIDO
98,강원도
1054,경기도
659,경상남도
137,경상북도
87,광주시
98,대구시
80,대전시
456,부산시
438,서울시
20,세종시
44,울산시
450,인천시
294,전라남도
139,전라북도
543,제주도
195,충청남도
127,충청북도
