CNT,JUSO_SIDO
5,강원도
32,경기도
4,경상남도
11,경상북도
3,광주시
3,대구시
6,대전시
1,부산시
12,서울시
2,울산시
11,인천시
8,전라남도
7,전라북도
1,제주도
13,충청남도
11,충청북도
