CNT,JUSO_SIDO
111,강원도
792,경기도
286,경상남도
166,경상북도
56,광주시
107,대구시
124,대전시
185,부산시
342,서울시
30,세종시
130,울산시
249,인천시
152,전라남도
136,전라북도
223,제주도
155,충청남도
106,충청북도
