CNT,CONVAL,EXTRACT_DE
5,랜드로버 디스커버리 스포츠,202301
8,랜드로버 디스커버리 스포츠,202302
20,랜드로버 디스커버리 스포츠,202303
10,랜드로버 디스커버리 스포츠,202304
12,랜드로버 디스커버리 스포츠,202305
25,랜드로버 디스커버리 스포츠,202306
8,랜드로버 디스커버리 스포츠,202307
21,랜드로버 디스커버리 스포츠,202308
14,랜드로버 디스커버리 스포츠,202309
10,랜드로버 디스커버리 스포츠,202310
10,랜드로버 디스커버리 스포츠,202311
5,랜드로버 디스커버리 스포츠,202312
9,랜드로버 디스커버리 스포츠,202401
8,랜드로버 디스커버리 스포츠,202402
12,랜드로버 디스커버리 스포츠,202403
5,랜드로버 디스커버리 스포츠,202404
16,랜드로버 디스커버리 스포츠,202405
33,랜드로버 디스커버리 스포츠,202406
