CNT,JUSO_SIDO
102,강원도
877,경기도
195,경상남도
118,경상북도
71,광주시
65,대구시
75,대전시
155,부산시
249,서울시
15,세종시
36,울산시
199,인천시
112,전라남도
93,전라북도
64,제주도
150,충청남도
91,충청북도
