CNT,JUSO_SIDO
211,강원도
1237,경기도
432,경상남도
225,경상북도
158,광주시
161,대구시
146,대전시
308,부산시
401,서울시
24,세종시
85,울산시
306,인천시
273,전라남도
169,전라북도
293,제주도
273,충청남도
200,충청북도
