CNT,JUSO_SIDO
20,강원도
58,경기도
29,경상남도
17,경상북도
9,광주시
21,대구시
21,대전시
11,부산시
80,서울시
4,세종시
3,울산시
27,인천시
18,전라남도
13,전라북도
10,제주도
31,충청남도
21,충청북도
